subject_id,student_id,assessment_type,marks_obtained,id
SB000006,ST000044,HY,49,MR000659
SB000006,ST000044,FA,70,MR000660
SB000004,ST000045,UT-1,80,MR000661
SB000004,ST000045,UT-2,65,MR000662
SB000004,ST000045,UT-3,34,MR000663
SB000004,ST000045,HY,26,MR000664
SB000004,ST000045,FA,89,MR000665
SB000005,ST000045,UT-1,97,MR000666
SB000005,ST000045,UT-2,29,MR000667
SB000005,ST000045,UT-3,33,MR000668
SB000005,ST000045,HY,49,MR000669
SB000005,ST000045,FA,42,MR000670
SB000006,ST000045,UT-1,96,MR000671
SB000006,ST000045,UT-2,98,MR000672
SB000006,ST000045,UT-3,51,MR000673
SB000006,ST000045,HY,89,MR000674
SB000006,ST000045,FA,5,MR000675
SB000004,ST000046,UT-1,59,MR000676
SB000004,ST000046,UT-2,18,MR000677
SB000004,ST000046,UT-3,65,MR000678
SB000004,ST000046,HY,95,MR000679
SB000004,ST000046,FA,17,MR000680
SB000005,ST000046,UT-1,6,MR000681
SB000005,ST000046,UT-2,17,MR000682
SB000005,ST000046,UT-3,26,MR000683
SB000005,ST000046,HY,30,MR000684
SB000005,ST000046,FA,30,MR000685
SB000006,ST000046,UT-1,73,MR000686
SB000006,ST000046,UT-2,82,MR000687
SB000006,ST000046,UT-3,6,MR000688
SB000006,ST000046,HY,75,MR000689
SB000006,ST000046,FA,76,MR000690
SB000004,ST000047,UT-1,14,MR000691
SB000004,ST000047,UT-2,50,MR000692
SB000004,ST000047,UT-3,52,MR000693
SB000004,ST000047,HY,76,MR000694
SB000004,ST000047,FA,41,MR000695
SB000005,ST000047,UT-1,75,MR000696
SB000005,ST000047,UT-2,98,MR000697
SB000005,ST000047,UT-3,67,MR000698
SB000005,ST000047,HY,64,MR000699
SB000005,ST000047,FA,27,MR000700
SB000006,ST000047,UT-1,32,MR000701
SB000006,ST000047,UT-2,47,MR000702
SB000006,ST000047,UT-3,74,MR000703
SB000006,ST000047,HY,15,MR000704
SB000006,ST000047,FA,38,MR000705
SB000004,ST000048,UT-1,77,MR000706
SB000004,ST000048,UT-2,41,MR000707
SB000004,ST000048,UT-3,70,MR000708
SB000004,ST000048,HY,40,MR000709
SB000004,ST000048,FA,0,MR000710
SB000005,ST000048,UT-1,95,MR000711
SB000005,ST000048,UT-2,30,MR000712
SB000005,ST000048,UT-3,61,MR000713
SB000005,ST000048,HY,76,MR000714
SB000005,ST000048,FA,92,MR000715
SB000006,ST000048,UT-1,29,MR000716
SB000006,ST000048,UT-2,45,MR000717
SB000006,ST000048,UT-3,13,MR000718
SB000006,ST000048,HY,37,MR000719
SB000006,ST000048,FA,94,MR000720
SB000004,ST000049,UT-1,11,MR000721
SB000004,ST000049,UT-2,76,MR000722
SB000004,ST000049,UT-3,93,MR000723
SB000004,ST000049,HY,84,MR000724
SB000004,ST000049,FA,66,MR000725
SB000005,ST000049,UT-1,62,MR000726
SB000005,ST000049,UT-2,15,MR000727
SB000005,ST000049,UT-3,26,MR000728
SB000005,ST000049,HY,96,MR000729
SB000005,ST000049,FA,78,MR000730
SB000006,ST000049,UT-1,29,MR000731
SB000006,ST000049,UT-2,9,MR000732
SB000006,ST000049,UT-3,30,MR000733
SB000006,ST000049,HY,10,MR000734
SB000006,ST000049,FA,3,MR000735
SB000004,ST000050,UT-1,15,MR000736
SB000004,ST000050,UT-2,76,MR000737
SB000004,ST000050,UT-3,73,MR000738
SB000004,ST000050,HY,50,MR000739
SB000004,ST000050,FA,24,MR000740
SB000005,ST000050,UT-1,66,MR000741
SB000005,ST000050,UT-2,51,MR000742
SB000005,ST000050,UT-3,74,MR000743
SB000005,ST000050,HY,97,MR000744
SB000005,ST000050,FA,75,MR000745
SB000006,ST000050,UT-1,68,MR000746
SB000006,ST000050,UT-2,5,MR000747
SB000006,ST000050,UT-3,89,MR000748
SB000006,ST000050,HY,66,MR000749
SB000006,ST000050,FA,15,MR000750
SB000004,ST000051,UT-1,93,MR000751
SB000004,ST000051,UT-2,20,MR000752
SB000004,ST000051,UT-3,93,MR000753
SB000004,ST000051,HY,35,MR000754
SB000004,ST000051,FA,12,MR000755
SB000005,ST000051,UT-1,80,MR000756
SB000005,ST000051,UT-2,94,MR000757
SB000005,ST000051,UT-3,44,MR000758
SB000005,ST000051,HY,63,MR000759
SB000005,ST000051,FA,91,MR000760
SB000006,ST000051,UT-1,13,MR000761
SB000006,ST000051,UT-2,100,MR000762
SB000006,ST000051,UT-3,17,MR000763
SB000006,ST000051,HY,37,MR000764
SB000006,ST000051,FA,76,MR000765
SB000004,ST000052,UT-1,76,MR000766
SB000004,ST000052,UT-2,91,MR000767
SB000004,ST000052,UT-3,72,MR000768
SB000004,ST000052,HY,97,MR000769
SB000004,ST000052,FA,82,MR000770
SB000005,ST000052,UT-1,75,MR000771
SB000005,ST000052,UT-2,24,MR000772
SB000005,ST000052,UT-3,28,MR000773
SB000005,ST000052,HY,15,MR000774
SB000005,ST000052,FA,33,MR000775
SB000006,ST000052,UT-1,63,MR000776
SB000006,ST000052,UT-2,94,MR000777
SB000006,ST000052,UT-3,64,MR000778
SB000006,ST000052,HY,3,MR000779
SB000006,ST000052,FA,65,MR000780
SB000004,ST000053,UT-1,25,MR000781
SB000004,ST000053,UT-2,7,MR000782
SB000004,ST000053,UT-3,18,MR000783
SB000004,ST000053,HY,78,MR000784
SB000004,ST000053,FA,51,MR000785
SB000005,ST000053,UT-1,46,MR000786
SB000005,ST000053,UT-2,19,MR000787
SB000005,ST000053,UT-3,21,MR000788
SB000005,ST000053,HY,44,MR000789
SB000005,ST000053,FA,97,MR000790
SB000006,ST000053,UT-1,29,MR000791
SB000006,ST000053,UT-2,32,MR000792
SB000006,ST000053,UT-3,17,MR000793
SB000006,ST000053,HY,74,MR000794
SB000006,ST000053,FA,18,MR000795
SB000004,ST000054,UT-1,18,MR000796
SB000004,ST000054,UT-2,21,MR000797
SB000004,ST000054,UT-3,42,MR000798
SB000004,ST000054,HY,62,MR000799
SB000004,ST000054,FA,41,MR000800
SB000005,ST000054,UT-1,45,MR000801
SB000005,ST000054,UT-2,57,MR000802
SB000005,ST000054,UT-3,85,MR000803
SB000005,ST000054,HY,88,MR000804
SB000005,ST000054,FA,96,MR000805
SB000006,ST000054,UT-1,13,MR000806
SB000006,ST000054,UT-2,42,MR000807
SB000006,ST000054,UT-3,94,MR000808
SB000006,ST000054,HY,3,MR000809
SB000006,ST000054,FA,70,MR000810
SB000004,ST000055,UT-1,78,MR000811
SB000004,ST000055,UT-2,29,MR000812
SB000004,ST000055,UT-3,27,MR000813
SB000004,ST000055,HY,51,MR000814
SB000004,ST000055,FA,35,MR000815
SB000005,ST000055,UT-1,100,MR000816
SB000005,ST000055,UT-2,85,MR000817
SB000005,ST000055,UT-3,39,MR000818
SB000005,ST000055,HY,59,MR000819
SB000005,ST000055,FA,90,MR000820
SB000006,ST000055,UT-1,1,MR000821
SB000006,ST000055,UT-2,39,MR000822
SB000006,ST000055,UT-3,10,MR000823
SB000006,ST000055,HY,79,MR000824
SB000006,ST000055,FA,14,MR000825
SB000004,ST000056,UT-1,82,MR000826
SB000004,ST000056,UT-2,59,MR000827
SB000004,ST000056,UT-3,18,MR000828
SB000004,ST000056,HY,15,MR000829
SB000004,ST000056,FA,26,MR000830
SB000005,ST000056,UT-1,19,MR000831
SB000005,ST000056,UT-2,100,MR000832
SB000005,ST000056,UT-3,21,MR000833
SB000005,ST000056,HY,25,MR000834
SB000005,ST000056,FA,16,MR000835
SB000006,ST000056,UT-1,17,MR000836
SB000006,ST000056,UT-2,25,MR000837
SB000006,ST000056,UT-3,83,MR000838
SB000006,ST000056,HY,34,MR000839
SB000006,ST000056,FA,56,MR000840
SB000007,ST000057,UT-1,4,MR000841
SB000007,ST000057,UT-2,7,MR000842
SB000007,ST000057,UT-3,62,MR000843
SB000007,ST000057,HY,72,MR000844
SB000007,ST000057,FA,85,MR000845
SB000008,ST000057,UT-1,67,MR000846
SB000008,ST000057,UT-2,1,MR000847
SB000008,ST000057,UT-3,54,MR000848
SB000008,ST000057,HY,37,MR000849
SB000008,ST000057,FA,37,MR000850
SB000009,ST000057,UT-1,65,MR000851
SB000009,ST000057,UT-2,77,MR000852
SB000009,ST000057,UT-3,94,MR000853
SB000009,ST000057,HY,54,MR000854
SB000009,ST000057,FA,67,MR000855
SB000007,ST000058,UT-1,79,MR000856
SB000007,ST000058,UT-2,46,MR000857
SB000007,ST000058,UT-3,55,MR000858
SB000007,ST000058,HY,13,MR000859
SB000007,ST000058,FA,47,MR000860
SB000008,ST000058,UT-1,16,MR000861
SB000008,ST000058,UT-2,73,MR000862
SB000008,ST000058,UT-3,57,MR000863
SB000008,ST000058,HY,16,MR000864
SB000008,ST000058,FA,87,MR000865
SB000009,ST000058,UT-1,82,MR000866
SB000009,ST000058,UT-2,25,MR000867
SB000009,ST000058,UT-3,96,MR000868
SB000009,ST000058,HY,5,MR000869
SB000009,ST000058,FA,84,MR000870
SB000007,ST000059,UT-1,40,MR000871
SB000007,ST000059,UT-2,56,MR000872
SB000007,ST000059,UT-3,86,MR000873
SB000007,ST000059,HY,72,MR000874
SB000007,ST000059,FA,44,MR000875
SB000008,ST000059,UT-1,66,MR000876
SB000008,ST000059,UT-2,92,MR000877
SB000008,ST000059,UT-3,12,MR000878
SB000008,ST000059,HY,92,MR000879
SB000008,ST000059,FA,4,MR000880
SB000009,ST000059,UT-1,81,MR000881
SB000009,ST000059,UT-2,88,MR000882
SB000009,ST000059,UT-3,22,MR000883
SB000009,ST000059,HY,63,MR000884
SB000009,ST000059,FA,86,MR000885
SB000007,ST000060,UT-1,4,MR000886
SB000007,ST000060,UT-2,32,MR000887
SB000007,ST000060,UT-3,40,MR000888
SB000007,ST000060,HY,1,MR000889
SB000007,ST000060,FA,56,MR000890
SB000008,ST000060,UT-1,25,MR000891
SB000008,ST000060,UT-2,50,MR000892
SB000008,ST000060,UT-3,46,MR000893
SB000008,ST000060,HY,77,MR000894
SB000008,ST000060,FA,33,MR000895
SB000009,ST000060,UT-1,33,MR000896
SB000009,ST000060,UT-2,19,MR000897
SB000009,ST000060,UT-3,32,MR000898
SB000009,ST000060,HY,22,MR000899
SB000009,ST000060,FA,38,MR000900
SB000007,ST000061,UT-1,31,MR000901
SB000007,ST000061,UT-2,10,MR000902
SB000007,ST000061,UT-3,92,MR000903
SB000007,ST000061,HY,61,MR000904
SB000007,ST000061,FA,82,MR000905
SB000008,ST000061,UT-1,66,MR000906
SB000008,ST000061,UT-2,44,MR000907
SB000008,ST000061,UT-3,57,MR000908
SB000008,ST000061,HY,71,MR000909
SB000008,ST000061,FA,71,MR000910
SB000009,ST000061,UT-1,70,MR000911
SB000009,ST000061,UT-2,94,MR000912
SB000009,ST000061,UT-3,46,MR000913
SB000009,ST000061,HY,63,MR000914
SB000009,ST000061,FA,29,MR000915
SB000007,ST000062,UT-1,74,MR000916
SB000007,ST000062,UT-2,73,MR000917
SB000007,ST000062,UT-3,2,MR000918
SB000007,ST000062,HY,42,MR000919
SB000007,ST000062,FA,66,MR000920
SB000008,ST000062,UT-1,51,MR000921
SB000008,ST000062,UT-2,21,MR000922
SB000008,ST000062,UT-3,37,MR000923
SB000008,ST000062,HY,74,MR000924
SB000008,ST000062,FA,6,MR000925
SB000009,ST000062,UT-1,81,MR000926
SB000009,ST000062,UT-2,62,MR000927
SB000009,ST000062,UT-3,76,MR000928
SB000009,ST000062,HY,57,MR000929
SB000009,ST000062,FA,58,MR000930
SB000007,ST000063,UT-1,78,MR000931
SB000007,ST000063,UT-2,17,MR000932
SB000007,ST000063,UT-3,36,MR000933
SB000007,ST000063,HY,45,MR000934
SB000007,ST000063,FA,47,MR000935
SB000008,ST000063,UT-1,61,MR000936
SB000008,ST000063,UT-2,80,MR000937
SB000008,ST000063,UT-3,66,MR000938
SB000008,ST000063,HY,87,MR000939
SB000008,ST000063,FA,25,MR000940
SB000009,ST000063,UT-1,75,MR000941
SB000009,ST000063,UT-2,33,MR000942
SB000009,ST000063,UT-3,55,MR000943
SB000009,ST000063,HY,71,MR000944
SB000009,ST000063,FA,24,MR000945
SB000007,ST000064,UT-1,55,MR000946
SB000007,ST000064,UT-2,13,MR000947
SB000007,ST000064,UT-3,61,MR000948
SB000007,ST000064,HY,71,MR000949
SB000007,ST000064,FA,81,MR000950
SB000008,ST000064,UT-1,31,MR000951
SB000008,ST000064,UT-2,14,MR000952
SB000008,ST000064,UT-3,86,MR000953
SB000008,ST000064,HY,62,MR000954
SB000008,ST000064,FA,34,MR000955
SB000009,ST000064,UT-1,30,MR000956
SB000009,ST000064,UT-2,38,MR000957
SB000009,ST000064,UT-3,90,MR000958
SB000009,ST000064,HY,94,MR000959
SB000009,ST000064,FA,95,MR000960
SB000007,ST000065,UT-1,79,MR000961
SB000007,ST000065,UT-2,98,MR000962
SB000007,ST000065,UT-3,17,MR000963
SB000007,ST000065,HY,97,MR000964
SB000007,ST000065,FA,62,MR000965
SB000008,ST000065,UT-1,86,MR000966
SB000008,ST000065,UT-2,78,MR000967
SB000008,ST000065,UT-3,95,MR000968
SB000008,ST000065,HY,33,MR000969
SB000008,ST000065,FA,77,MR000970
SB000009,ST000065,UT-1,100,MR000971
SB000009,ST000065,UT-2,83,MR000972
SB000009,ST000065,UT-3,84,MR000973
SB000009,ST000065,HY,8,MR000974
SB000009,ST000065,FA,34,MR000975
SB000007,ST000066,UT-1,43,MR000976
SB000007,ST000066,UT-2,8,MR000977
SB000007,ST000066,UT-3,67,MR000978
SB000007,ST000066,HY,6,MR000979
SB000007,ST000066,FA,98,MR000980
SB000008,ST000066,UT-1,67,MR000981
SB000008,ST000066,UT-2,25,MR000982
SB000008,ST000066,UT-3,31,MR000983
SB000008,ST000066,HY,89,MR000984
SB000008,ST000066,FA,68,MR000985
SB000009,ST000066,UT-1,77,MR000986
SB000009,ST000066,UT-2,84,MR000987
SB000009,ST000066,UT-3,21,MR000988
SB000009,ST000066,HY,62,MR000989
SB000009,ST000066,FA,17,MR000990
SB000007,ST000067,UT-1,68,MR000991
SB000007,ST000067,UT-2,10,MR000992
SB000007,ST000067,UT-3,1,MR000993
SB000007,ST000067,HY,10,MR000994
SB000007,ST000067,FA,72,MR000995
SB000008,ST000067,UT-1,18,MR000996
SB000008,ST000067,UT-2,17,MR000997
SB000008,ST000067,UT-3,6,MR000998
SB000008,ST000067,HY,20,MR000999
SB000008,ST000067,FA,14,MR001000
SB000009,ST000067,UT-1,1,MR001001
SB000009,ST000067,UT-2,0,MR001002
SB000009,ST000067,UT-3,98,MR001003
SB000009,ST000067,HY,96,MR001004
SB000009,ST000067,FA,46,MR001005
SB000007,ST000068,UT-1,80,MR001006
SB000007,ST000068,UT-2,69,MR001007
SB000007,ST000068,UT-3,56,MR001008
SB000007,ST000068,HY,81,MR001009
SB000007,ST000068,FA,27,MR001010
SB000008,ST000068,UT-1,55,MR001011
SB000008,ST000068,UT-2,77,MR001012
SB000008,ST000068,UT-3,96,MR001013
SB000008,ST000068,HY,16,MR001014
SB000008,ST000068,FA,92,MR001015
SB000009,ST000068,UT-1,80,MR001016
SB000009,ST000068,UT-2,52,MR001017
SB000009,ST000068,UT-3,76,MR001018
SB000009,ST000068,HY,41,MR001019
SB000009,ST000068,FA,82,MR001020
SB000007,ST000069,UT-1,32,MR001021
SB000007,ST000069,UT-2,26,MR001022
SB000007,ST000069,UT-3,87,MR001023
SB000007,ST000069,HY,33,MR001024
SB000007,ST000069,FA,35,MR001025
SB000008,ST000069,UT-1,16,MR001026
SB000008,ST000069,UT-2,3,MR001027
SB000008,ST000069,UT-3,68,MR001028
SB000008,ST000069,HY,74,MR001029
SB000008,ST000069,FA,61,MR001030
SB000009,ST000069,UT-1,99,MR001031
SB000009,ST000069,UT-2,11,MR001032
SB000009,ST000069,UT-3,94,MR001033
SB000009,ST000069,HY,9,MR001034
SB000009,ST000069,FA,62,MR001035
SB000007,ST000070,UT-1,27,MR001036
SB000007,ST000070,UT-2,91,MR001037
SB000007,ST000070,UT-3,76,MR001038
SB000007,ST000070,HY,24,MR001039
SB000007,ST000070,FA,70,MR001040
SB000008,ST000070,UT-1,58,MR001041
SB000008,ST000070,UT-2,25,MR001042
SB000008,ST000070,UT-3,66,MR001043
SB000008,ST000070,HY,43,MR001044
SB000008,ST000070,FA,31,MR001045
SB000009,ST000070,UT-1,18,MR001046
SB000009,ST000070,UT-2,53,MR001047
SB000009,ST000070,UT-3,3,MR001048
SB000009,ST000070,HY,8,MR001049
SB000009,ST000070,FA,54,MR001050
SB000007,ST000071,UT-1,0,MR001051
SB000007,ST000071,UT-2,13,MR001052
SB000007,ST000071,UT-3,59,MR001053
SB000007,ST000071,HY,85,MR001054
SB000007,ST000071,FA,32,MR001055
SB000008,ST000071,UT-1,86,MR001056
SB000008,ST000071,UT-2,45,MR001057
SB000008,ST000071,UT-3,34,MR001058
SB000008,ST000071,HY,0,MR001059
SB000008,ST000071,FA,40,MR001060
SB000009,ST000071,UT-1,10,MR001061
SB000009,ST000071,UT-2,36,MR001062
SB000009,ST000071,UT-3,48,MR001063
SB000009,ST000071,HY,5,MR001064
SB000009,ST000071,FA,88,MR001065
SB000007,ST000072,UT-1,46,MR001066
SB000007,ST000072,UT-2,72,MR001067
SB000007,ST000072,UT-3,99,MR001068
SB000007,ST000072,HY,41,MR001069
SB000007,ST000072,FA,41,MR001070
SB000008,ST000072,UT-1,33,MR001071
SB000008,ST000072,UT-2,27,MR001072
SB000008,ST000072,UT-3,80,MR001073
SB000008,ST000072,HY,34,MR001074
SB000008,ST000072,FA,38,MR001075
SB000009,ST000072,UT-1,10,MR001076
SB000009,ST000072,UT-2,43,MR001077
SB000009,ST000072,UT-3,54,MR001078
SB000009,ST000072,HY,76,MR001079
SB000009,ST000072,FA,39,MR001080
SB000007,ST000073,UT-1,48,MR001081
SB000007,ST000073,UT-2,71,MR001082
SB000007,ST000073,UT-3,81,MR001083
SB000007,ST000073,HY,78,MR001084
SB000007,ST000073,FA,46,MR001085
SB000008,ST000073,UT-1,28,MR001086
SB000008,ST000073,UT-2,76,MR001087
SB000008,ST000073,UT-3,30,MR001088
SB000008,ST000073,HY,62,MR001089
SB000008,ST000073,FA,8,MR001090
SB000009,ST000073,UT-1,24,MR001091
SB000009,ST000073,UT-2,60,MR001092
SB000009,ST000073,UT-3,98,MR001093
SB000009,ST000073,HY,96,MR001094
SB000009,ST000073,FA,56,MR001095
SB000007,ST000074,UT-1,70,MR001096
SB000007,ST000074,UT-2,17,MR001097
SB000007,ST000074,UT-3,20,MR001098
SB000007,ST000074,HY,15,MR001099
SB000007,ST000074,FA,58,MR001100
SB000008,ST000074,UT-1,83,MR001101
SB000008,ST000074,UT-2,67,MR001102
SB000008,ST000074,UT-3,13,MR001103
SB000008,ST000074,HY,4,MR001104
SB000008,ST000074,FA,42,MR001105
SB000009,ST000074,UT-1,98,MR001106
SB000009,ST000074,UT-2,68,MR001107
SB000009,ST000074,UT-3,46,MR001108
SB000009,ST000074,HY,94,MR001109
SB000009,ST000074,FA,40,MR001110
SB000007,ST000075,UT-1,7,MR001111
SB000007,ST000075,UT-2,6,MR001112
SB000007,ST000075,UT-3,78,MR001113
SB000007,ST000075,HY,30,MR001114
SB000007,ST000075,FA,72,MR001115
SB000008,ST000075,UT-1,68,MR001116
SB000008,ST000075,UT-2,16,MR001117
SB000008,ST000075,UT-3,97,MR001118
SB000008,ST000075,HY,29,MR001119
SB000008,ST000075,FA,16,MR001120
SB000009,ST000075,UT-1,71,MR001121
SB000009,ST000075,UT-2,17,MR001122
SB000009,ST000075,UT-3,57,MR001123
SB000009,ST000075,HY,34,MR001124
SB000009,ST000075,FA,41,MR001125
SB000007,ST000076,UT-1,92,MR001126
SB000007,ST000076,UT-2,74,MR001127
SB000007,ST000076,UT-3,32,MR001128
SB000007,ST000076,HY,93,MR001129
SB000007,ST000076,FA,37,MR001130
SB000008,ST000076,UT-1,93,MR001131
SB000008,ST000076,UT-2,90,MR001132
SB000008,ST000076,UT-3,87,MR001133
SB000008,ST000076,HY,87,MR001134
SB000008,ST000076,FA,1,MR001135
SB000009,ST000076,UT-1,53,MR001136
SB000009,ST000076,UT-2,57,MR001137
SB000009,ST000076,UT-3,11,MR001138
SB000009,ST000076,HY,77,MR001139
SB000009,ST000076,FA,1,MR001140
SB000007,ST000077,UT-1,14,MR001141
SB000007,ST000077,UT-2,22,MR001142
SB000007,ST000077,UT-3,59,MR001143
SB000007,ST000077,HY,62,MR001144
SB000007,ST000077,FA,43,MR001145
SB000008,ST000077,UT-1,38,MR001146
SB000008,ST000077,UT-2,88,MR001147
SB000008,ST000077,UT-3,0,MR001148
SB000008,ST000077,HY,92,MR001149
SB000008,ST000077,FA,41,MR001150
SB000009,ST000077,UT-1,60,MR001151
SB000009,ST000077,UT-2,23,MR001152
SB000009,ST000077,UT-3,42,MR001153
SB000009,ST000077,HY,93,MR001154
SB000009,ST000077,FA,29,MR001155
SB000007,ST000078,UT-1,71,MR001156
SB000007,ST000078,UT-2,49,MR001157
SB000007,ST000078,UT-3,71,MR001158
SB000007,ST000078,HY,76,MR001159
SB000007,ST000078,FA,14,MR001160
SB000008,ST000078,UT-1,85,MR001161
SB000008,ST000078,UT-2,46,MR001162
SB000008,ST000078,UT-3,58,MR001163
SB000008,ST000078,HY,25,MR001164
SB000008,ST000078,FA,15,MR001165
SB000009,ST000078,UT-1,56,MR001166
SB000009,ST000078,UT-2,85,MR001167
SB000009,ST000078,UT-3,100,MR001168
SB000009,ST000078,HY,39,MR001169
SB000009,ST000078,FA,6,MR001170
SB000007,ST000079,UT-1,82,MR001171
SB000007,ST000079,UT-2,59,MR001172
SB000007,ST000079,UT-3,80,MR001173
SB000007,ST000079,HY,41,MR001174
SB000007,ST000079,FA,54,MR001175
SB000008,ST000079,UT-1,30,MR001176
SB000008,ST000079,UT-2,52,MR001177
SB000008,ST000079,UT-3,77,MR001178
SB000008,ST000079,HY,73,MR001179
SB000008,ST000079,FA,40,MR001180
SB000009,ST000079,UT-1,7,MR001181
SB000009,ST000079,UT-2,70,MR001182
SB000009,ST000079,UT-3,8,MR001183
SB000009,ST000079,HY,87,MR001184
SB000009,ST000079,FA,28,MR001185
SB000007,ST000080,UT-1,43,MR001186
SB000007,ST000080,UT-2,59,MR001187
SB000007,ST000080,UT-3,65,MR001188
SB000007,ST000080,HY,69,MR001189
SB000007,ST000080,FA,31,MR001190
SB000008,ST000080,UT-1,82,MR001191
SB000008,ST000080,UT-2,28,MR001192
SB000008,ST000080,UT-3,29,MR001193
SB000008,ST000080,HY,17,MR001194
SB000008,ST000080,FA,49,MR001195
SB000009,ST000080,UT-1,26,MR001196
SB000009,ST000080,UT-2,6,MR001197
SB000009,ST000080,UT-3,81,MR001198
SB000009,ST000080,HY,81,MR001199
SB000009,ST000080,FA,96,MR001200
SB000007,ST000081,UT-1,94,MR001201
SB000007,ST000081,UT-2,40,MR001202
SB000007,ST000081,UT-3,14,MR001203
SB000007,ST000081,HY,80,MR001204
SB000007,ST000081,FA,11,MR001205
SB000008,ST000081,UT-1,38,MR001206
SB000008,ST000081,UT-2,20,MR001207
SB000008,ST000081,UT-3,97,MR001208
SB000008,ST000081,HY,5,MR001209
SB000008,ST000081,FA,26,MR001210
SB000009,ST000081,UT-1,51,MR001211
SB000009,ST000081,UT-2,14,MR001212
SB000009,ST000081,UT-3,87,MR001213
SB000009,ST000081,HY,44,MR001214
SB000009,ST000081,FA,93,MR001215
SB000007,ST000082,UT-1,75,MR001216
SB000007,ST000082,UT-2,1,MR001217
SB000007,ST000082,UT-3,14,MR001218
SB000007,ST000082,HY,41,MR001219
SB000007,ST000082,FA,97,MR001220
SB000008,ST000082,UT-1,60,MR001221
SB000008,ST000082,UT-2,88,MR001222
SB000008,ST000082,UT-3,40,MR001223
SB000008,ST000082,HY,54,MR001224
SB000008,ST000082,FA,49,MR001225
SB000009,ST000082,UT-1,39,MR001226
SB000009,ST000082,UT-2,59,MR001227
SB000009,ST000082,UT-3,63,MR001228
SB000009,ST000082,HY,89,MR001229
SB000009,ST000082,FA,43,MR001230
SB000007,ST000083,UT-1,97,MR001231
SB000007,ST000083,UT-2,16,MR001232
SB000007,ST000083,UT-3,14,MR001233
SB000007,ST000083,HY,19,MR001234
SB000007,ST000083,FA,5,MR001235
SB000008,ST000083,UT-1,39,MR001236
SB000008,ST000083,UT-2,54,MR001237
SB000008,ST000083,UT-3,68,MR001238
SB000008,ST000083,HY,94,MR001239
SB000008,ST000083,FA,91,MR001240
SB000009,ST000083,UT-1,51,MR001241
SB000009,ST000083,UT-2,59,MR001242
SB000009,ST000083,UT-3,25,MR001243
SB000009,ST000083,HY,20,MR001244
SB000009,ST000083,FA,79,MR001245
SB000007,ST000084,UT-1,83,MR001246
SB000007,ST000084,UT-2,73,MR001247
SB000007,ST000084,UT-3,78,MR001248
SB000007,ST000084,HY,49,MR001249
SB000007,ST000084,FA,77,MR001250
SB000008,ST000084,UT-1,42,MR001251
SB000008,ST000084,UT-2,56,MR001252
SB000008,ST000084,UT-3,0,MR001253
SB000008,ST000084,HY,13,MR001254
SB000008,ST000084,FA,28,MR001255
SB000009,ST000084,UT-1,20,MR001256
SB000009,ST000084,UT-2,53,MR001257
SB000009,ST000084,UT-3,95,MR001258
SB000009,ST000084,HY,22,MR001259
SB000009,ST000084,FA,19,MR001260
SB000007,ST000085,UT-1,92,MR001261
SB000007,ST000085,UT-2,10,MR001262
SB000007,ST000085,UT-3,75,MR001263
SB000007,ST000085,HY,55,MR001264
SB000007,ST000085,FA,42,MR001265
SB000008,ST000085,UT-1,46,MR001266
SB000008,ST000085,UT-2,62,MR001267
SB000008,ST000085,UT-3,87,MR001268
SB000008,ST000085,HY,76,MR001269
SB000008,ST000085,FA,63,MR001270
SB000009,ST000085,UT-1,6,MR001271
SB000009,ST000085,UT-2,17,MR001272
SB000009,ST000085,UT-3,16,MR001273
SB000009,ST000085,HY,55,MR001274
SB000009,ST000085,FA,4,MR001275
SB000007,ST000086,UT-1,15,MR001276
SB000007,ST000086,UT-2,80,MR001277
SB000007,ST000086,UT-3,45,MR001278
SB000007,ST000086,HY,20,MR001279
SB000007,ST000086,FA,56,MR001280
SB000008,ST000086,UT-1,59,MR001281
SB000008,ST000086,UT-2,97,MR001282
SB000008,ST000086,UT-3,99,MR001283
SB000008,ST000086,HY,76,MR001284
SB000008,ST000086,FA,49,MR001285
SB000009,ST000086,UT-1,17,MR001286
SB000009,ST000086,UT-2,39,MR001287
SB000009,ST000086,UT-3,35,MR001288
SB000009,ST000086,HY,60,MR001289
SB000009,ST000086,FA,58,MR001290
SB000007,ST000087,UT-1,62,MR001291
SB000007,ST000087,UT-2,14,MR001292
SB000007,ST000087,UT-3,79,MR001293
SB000007,ST000087,HY,90,MR001294
SB000007,ST000087,FA,6,MR001295
SB000008,ST000087,UT-1,41,MR001296
SB000008,ST000087,UT-2,93,MR001297
SB000008,ST000087,UT-3,79,MR001298
SB000008,ST000087,HY,91,MR001299
SB000008,ST000087,FA,43,MR001300
SB000009,ST000087,UT-1,85,MR001301
SB000009,ST000087,UT-2,71,MR001302
SB000009,ST000087,UT-3,32,MR001303
SB000009,ST000087,HY,40,MR001304
SB000009,ST000087,FA,92,MR001305
SB000007,ST000088,UT-1,74,MR001306
SB000007,ST000088,UT-2,37,MR001307
SB000007,ST000088,UT-3,75,MR001308
SB000007,ST000088,HY,24,MR001309
SB000007,ST000088,FA,64,MR001310
SB000008,ST000088,UT-1,62,MR001311
SB000008,ST000088,UT-2,0,MR001312
SB000008,ST000088,UT-3,20,MR001313
SB000008,ST000088,HY,12,MR001314
SB000008,ST000088,FA,49,MR001315
SB000009,ST000088,UT-1,34,MR001316
SB000009,ST000088,UT-2,73,MR001317
